nb_processes,n,e_total,e_pot,e_kin
4,923,-3129.541282669702468,-3146.227672829541007,16.686390159838410
4,923,-3129.541278827475708,-3145.049981957670298,15.508703130194505
4,923,-3129.541288377113688,-3143.901429378101966,14.360141000988374
4,923,-3129.541298351956357,-3142.767968305983686,13.226669954027152
4,923,-3129.541295395558336,-3141.634940285573975,12.093644890015662
4,923,-3129.541272290899542,-3140.507277418875674,10.966005127976288
4,923,-3129.541231707094084,-3139.420335497859014,9.879103790765052
4,923,-3129.541185249950104,-3138.435733452304703,8.894548202354642
4,923,-3129.541147801916395,-3137.623842738822532,8.082694936905932
4,923,-3129.541130672633699,-3137.041229288820432,7.500098616186950
4,923,-3129.541137110484215,-3136.713366599206893,7.172229488722680
4,923,-3129.541162844334394,-3136.629048553754728,7.087885709420338
4,923,-3129.541199354863238,-3136.746401657605475,7.205202302742221
4,923,-3129.541237096636451,-3137.005946251229943,7.464709154593486
4,923,-3129.541268241079251,-3137.345376969934932,7.804108728855802
4,923,-3129.541288206427453,-3137.712011685026482,8.170723478599070
4,923,-3129.541295868914858,-3138.070477806641065,8.529181937726149
4,923,-3129.541293457763913,-3138.404768070246064,8.863474612482262
4,923,-3129.541284653611910,-3138.715412614535126,9.174127960923002
4,923,-3129.541273327633007,-3139.013884003318708,9.472610675685626
4,923,-3129.541262088950134,-3139.316761590262558,9.775499501312581
4,923,-3129.541252653712945,-3139.641293842147206,10.100041188434133
4,923,-3129.541246349101584,-3140.002445070711929,10.461198721610357
4,923,-3129.541244395417834,-3140.410574847295720,10.869330451877740
4,923,-3129.541247968788412,-3140.869235035851034,11.327987067062523
4,923,-3129.541256990007241,-3141.373589201123650,11.832332211116391
4,923,-3129.541270001749581,-3141.910512889428901,12.369242887679231
4,923,-3129.541284268335403,-3142.460951621118966,12.919667352783586
4,923,-3129.541296923733626,-3143.004035291850414,13.462738368116572
4,923,-3129.541305632167223,-3143.521627738165989,13.980322105998965
4,923,-3129.541309198624731,-3144.001964859732652,14.460655661107708
4,923,-3129.541307427707579,-3144.441659923764746,14.900352496057259
4,923,-3129.541300941711143,-3144.846080691695533,15.304779749984398
4,923,-3129.541290869158274,-3145.228443157791844,15.687152288633786
4,923,-3129.541279141997165,-3145.607843892374149,16.066564750376777
4,923,-3129.541268408940141,-3146.006162427892377,16.464894018952148
4,923,-3129.541262079824719,-3146.443719884383427,16.902457804558630
4,923,-3129.541263675939717,-3146.933978096069950,17.392714420130133
4,923,-3129.541275545509507,-3147.478249983722890,17.936974438213465
4,923,-3129.541298479633497,-3148.061932678279391,18.520634198645972
4,923,-3129.541330374735026,-3148.653754705363099,19.112424330628109
4,923,-3129.541367165496467,-3149.208859001544170,19.667491836047830
4,923,-3129.541403142421586,-3149.675453790723623,20.134050648302015
4,923,-3129.541432447503666,-3150.003672500371977,20.462240052868275
4,923,-3129.541450863394402,-3150.154512864199205,20.613062000804678
4,923,-3129.541456453573574,-3150.106538451630513,20.565081998057114
4,923,-3129.541450112386883,-3149.858632540900089,20.317182428513242
4,923,-3129.541434696912347,-3149.428501718277403,19.887067021365183
4,923,-3129.541413309139443,-3148.848348573839758,19.306935264700179
4,923,-3129.541387805872091,-3148.160104400045384,18.618716594173478
4,923,-3129.541359699999248,-3147.411887636699248,17.870527936699869
4,923,-3129.541331397577778,-3146.655211301965210,17.113879904387446
4,923,-3129.541307598571620,-3145.940755415998865,16.399447817427422
4,923,-3129.541294143073173,-3145.311200719175758,15.769906576102532
4,923,-3129.541295180009001,-3144.792600618607139,15.251305438598258
4,923,-3129.541310333487672,-3144.388464571865825,14.847154238378025
4,923,-3129.541334361852932,-3144.080466467175029,14.539132105321880
4,923,-3129.541359124840255,-3143.836456538997481,14.295097414157450
4,923,-3129.541376959436093,-3143.622747766848079,14.081370807411940
4,923,-3129.541383422586478,-3143.415794421152896,13.874410998566418
4,923,-3129.541379077479178,-3143.208844025147300,13.667464947668297
4,923,-3129.541368564683580,-3143.011293303199182,13.469924738515385
4,923,-3129.541358032631251,-3142.841710743685326,13.300352711054295
4,923,-3129.541351651940204,-3142.718693704323414,13.177342052383073
4,923,-3129.541349694296969,-3142.654700471877277,13.113350777580161
4,923,-3129.541350226292252,-3142.655241330421177,13.113891104128861
4,923,-3129.541351712277446,-3142.721360479055875,13.180008766778215
4,923,-3129.541354239478096,-3142.851609003583235,13.310254764105004
4,923,-3129.541358128455158,-3143.042111151968584,13.500753023513282
4,923,-3129.541363201718468,-3143.286149523897620,13.744786322178950
4,923,-3129.541369398388724,-3143.574388942558471,14.033019544169528
4,923,-3129.541377295858183,-3143.895032768573401,14.353655472715031
4,923,-3129.541387450211460,-3144.233215501149971,14.691828050938472
4,923,-3129.541399165077564,-3144.570475063724189,15.029075898646781
4,923,-3129.541410485041979,-3144.885747342201284,15.344336857159139
4,923,-3129.541418557566431,-3145.158445151554588,15.617026593988342
4,923,-3129.541420361243581,-3145.372991358530271,15.831570997286597
4,923,-3129.541414221058858,-3145.523377834048006,15.981963612989208
4,923,-3129.541400159844670,-3145.616023803305779,16.074623643461095
4,923,-3129.541380689040579,-3145.669545598849254,16.128164909808632
4,923,-3129.541360074220847,-3145.710961675002181,16.169601600781554
4,923,-3129.541343620400767,-3145.768941820083455,16.227598199682824
4,923,-3129.541336044546370,-3145.865601733549283,16.324265689002768
4,923,-3129.541340268548993,-3146.009022324538364,16.467682055989179
4,923,-3129.541355696288065,-3146.189034105724204,16.647678409436271
4,923,-3129.541377890076092,-3146.378411948166104,16.837034058090008
4,923,-3129.541399328720217,-3146.540098334781760,16.998699006061727
4,923,-3129.541412207033773,-3146.638754856826836,17.097342649793276
4,923,-3129.541411286179482,-3146.652825168392155,17.111413882212517
4,923,-3129.541396128306133,-3146.582480499647318,17.041084371341320
4,923,-3129.541371785656338,-3146.449957229091979,16.908585443435534
4,923,-3129.541346568970766,-3146.291739031573798,16.750392462603038
4,923,-3129.541328798877657,-3146.145603886094705,16.604275087217268
4,923,-3129.541323155598548,-3146.037859063326323,16.496535907727768
4,923,-3129.541329576217322,-3145.975762353654318,16.434432777436932
4,923,-3129.541343859301378,-3145.947393443530018,16.406049584228498
4,923,-3129.541360300801898,-3145.927745440237231,16.386385139435312
4,923,-3129.541373995628874,-3145.887458945530852,16.346084949902114
4,923,-3129.541382222811080,-3145.800512722309122,16.259130499498170
4,923,-3129.541383937407772,-3145.648952287868724,16.107568350461040
4,923,-3129.541379166188563,-3145.424836964823953,15.883457798635568
4,923,-3129.541368503711965,-3145.130478536835199,15.589110033123326
4,923,-3129.541353461038398,-3144.777500991507168,15.236147530468795
4,923,-3129.541336683043482,-3144.384420303878869,14.843083620835483
4,923,-3129.541321301478547,-3143.972601508483422,14.431280207004912
4,923,-3129.541309555706903,-3143.561608142446858,14.020298586739866
4,923,-3129.541301783874133,-3143.165872832413697,13.624571048539554
4,923,-3129.541296613024315,-3142.794167698265937,13.252871085241617
4,923,-3129.541291862458365,-3142.451740731373320,12.910448868915118
4,923,-3129.541286089428013,-3142.143473106000783,12.602187016572920
4,923,-3129.541279334642695,-3141.876059443793565,12.334780109150895
4,923,-3129.541272949037193,-3141.658061640671804,12.116788691634618
4,923,-3129.541268681990005,-3141.497999324535158,11.956730642545150
4,923,-3129.541268003623372,-3141.401600396033245,11.860332392410056
4,923,-3129.541271693072758,-3141.369480099665452,11.828208406592536
4,923,-3129.541279827715243,-3141.395919651994518,11.854639824279355
4,923,-3129.541292225309007,-3141.468659444147306,11.927367218838281
4,923,-3129.541307948032681,-3141.569401956570800,12.028094008538261
4,923,-3129.541325374942062,-3141.675183559011202,12.133858184069144
4,923,-3129.541341444694808,-3141.761276200193606,12.219934755498812
4,923,-3129.541352091933277,-3141.806037206114979,12.264685114181546
4,923,-3129.541353595320288,-3141.797018858471802,12.255665263151482
4,923,-3129.541344225528519,-3141.736393424320795,12.195049198792139
4,923,-3129.541325564570343,-3141.643216627582206,12.101891063011935
4,923,-3129.541302651046408,-3141.550671741135375,12.009369090088757
4,923,-3129.541282730876446,-3141.498091300449232,11.956808569572715
4,923,-3129.541272862707501,-3141.519693923793966,11.978421061086372
4,923,-3129.541277481845555,-3141.633693629852587,12.092416148007025
4,923,-3129.541296509423319,-3141.835787629751394,12.294491120328075
4,923,-3129.541324930596147,-3142.099661616034155,12.558336685438192
4,923,-3129.541354863875767,-3142.384648188616666,12.843293324741078
4,923,-3129.541377838929748,-3142.648091535333151,13.106713696403476
4,923,-3129.541388094508875,-3142.858234954590444,13.316846860081718
4,923,-3129.541384242175354,-3143.003174621926519,13.461790379751086
4,923,-3129.541369513612608,-3143.092946858445430,13.551577344832939
4,923,-3129.541349822561642,-3143.154701101564115,13.613351279002483
4,923,-3129.541331075954076,-3143.223710049947840,13.682378973993810
4,923,-3129.541317858461753,-3143.333983843024726,13.792665984562873
4,923,-3129.541312929339711,-3143.511034310527975,13.969721381188098
4,923,-3129.541317917250126,-3143.767252282693335,14.225934365443408
4,923,-3129.541333234211834,-3144.099341995819486,14.558008761607683
4,923,-3129.541357240579600,-3144.487891238315115,14.946533997735365
4,923,-3129.541385712976080,-3144.900142549007342,15.358756836031263
4,923,-3129.541412734776259,-3145.296635620858979,15.755222886082787
4,923,-3129.541432722472109,-3145.640368109312476,16.098935386840353
4,923,-3129.541442954898230,-3145.905162555264269,16.363719600366025
4,923,-3129.541443857633112,-3146.080039581564051,16.538595723930825
4,923,-3129.541437726979893,-3146.168792228510029,16.627354501529968
4,923,-3129.541426845583828,-3146.186674231433244,16.645247385849562
4,923,-3129.541412272392790,-3146.156990915406823,16.615578643014032
4,923,-3129.541394547130039,-3146.109059189980144,16.567664642850328
4,923,-3129.541375463457371,-3146.076771675112468,16.535396211655119
4,923,-3129.541359727566487,-3146.095251696305240,16.553891968738562
4,923,-3129.541355219557772,-3146.193018598594790,16.651663379037160
4,923,-3129.541369015658802,-3146.380108389855195,16.838739374196543
4,923,-3129.541401224571473,-3146.638104785820360,17.096703561249072
4,923,-3129.541442391174769,-3146.920723092930530,17.379280701755661
4,923,-3129.541478305145574,-3147.168183725409108,17.626705420263388
4,923,-3129.541498065183077,-3147.328605413172227,17.787107347989370
4,923,-3129.541498750230403,-3147.374782736801535,17.833283986571054
4,923,-3129.541485428364922,-3147.308794175240564,17.767308746875525
4,923,-3129.541466746502010,-3147.154773217075672,17.613306470573839
4,923,-3129.541450567774973,-3146.945711087181735,17.404260519406986
4,923,-3129.541441319289333,-3146.711147012494621,17.169705693205231
4,923,-3129.541439777829510,-3146.469936470556604,16.928496692727030
4,923,-3129.541444509130542,-3146.228511534482550,16.687067025351904
8,923,-3129.540813137607984,-3129.545342113757215,0.004528976149170
8,923,-3129.540855793305582,-3130.081887631428799,0.541031838123442
8,923,-3129.540960719555187,-3131.447155810945333,1.906195091390015
8,923,-3129.541106157557351,-3133.475986745970658,3.934880588413329
8,923,-3129.541265299007591,-3135.938218067264643,6.396952768257218
8,923,-3129.541410940496462,-3138.581737411544964,9.040326471048438
8,923,-3129.541521440465658,-3141.175182025203867,11.633660584738356
8,923,-3129.541584697136386,-3143.541727523157078,14.000142826020468
8,923,-3129.541600489840675,-3145.577754787854246,16.036154298013720
8,923,-3129.541581467415199,-3147.252443008734190,17.710861541318835
8,923,-3129.541548131642685,-3148.588283772694922,19.046735641052404
8,923,-3129.541519934597545,-3149.629625872569704,20.088105937972379
8,923,-3129.541504941500534,-3150.413514733244483,20.872009791744116
8,923,-3129.541497629786136,-3150.957207282225681,21.415709652439528
8,923,-3129.541483997268642,-3151.266656194065945,21.725172196797310
8,923,-3129.541453113953139,-3151.356750749310777,21.815297635357531
8,923,-3129.541404092736229,-3151.267875097634715,21.726471004898336
8,923,-3129.541345779007315,-3151.068144820277666,21.526799041270447
8,923,-3129.541291100681519,-3150.841017427012048,21.299726326330337
8,923,-3129.541250833476624,-3150.665944532341200,21.124693698864498
8,923,-3129.541230727217680,-3150.601259300653055,21.060028573435510
8,923,-3129.541231659165533,-3150.674647024390651,21.133415365225062
8,923,-3129.541250990817844,-3150.881396912146556,21.340145921328578
8,923,-3129.541284698705567,-3151.187764974047241,21.646480275341588
8,923,-3129.541328134483138,-3151.536933611712811,21.995605477229795
8,923,-3129.541375626844911,-3151.856596380314386,22.315220753469376
8,923,-3129.541420355736591,-3152.068268438214545,22.526848082478107
8,923,-3129.541454896734194,-3152.098363709179921,22.556908812445755
8,923,-3129.541472176688785,-3151.890213380412661,22.348741203724042
8,923,-3129.541467587766874,-3151.415061268195132,21.873593680428080
8,923,-3129.541440795382641,-3150.679101622876260,21.137660827493551
8,923,-3129.541397319620501,-3149.723387244104742,20.181989924484117
8,923,-3129.541348331158133,-3148.614657837699269,19.073309506541079
8,923,-3129.541306710666049,-3147.428181912765467,17.886875202099343
8,923,-3129.541282669703378,-3146.227672829541916,16.686390159838410
8,923,-3129.541278827476162,-3145.049981957670752,15.508703130194506
8,923,-3129.541288377113688,-3143.901429378101966,14.360141000988381
8,923,-3129.541298351956812,-3142.767968305984141,13.226669954027157
8,923,-3129.541295395558336,-3141.634940285573975,12.093644890015668
8,923,-3129.541272290899542,-3140.507277418875674,10.966005127976295
8,923,-3129.541231707093630,-3139.420335497858559,9.879103790765056
8,923,-3129.541185249949649,-3138.435733452304248,8.894548202354638
8,923,-3129.541147801916850,-3137.623842738822987,8.082694936905925
8,923,-3129.541130672633699,-3137.041229288820432,7.500098616186944
8,923,-3129.541137110484215,-3136.713366599206893,7.172229488722676
8,923,-3129.541162844334849,-3136.629048553755183,7.087885709420341
8,923,-3129.541199354862783,-3136.746401657605020,7.205202302742233
8,923,-3129.541237096636451,-3137.005946251229943,7.464709154593505
8,923,-3129.541268241078797,-3137.345376969934478,7.804108728855827
8,923,-3129.541288206427453,-3137.712011685026482,8.170723478599097
8,923,-3129.541295868914403,-3138.070477806640611,8.529181937726175
8,923,-3129.541293457763913,-3138.404768070246064,8.863474612482285
8,923,-3129.541284653611910,-3138.715412614535126,9.174127960923016
8,923,-3129.541273327633007,-3139.013884003318708,9.472610675685637
8,923,-3129.541262088949679,-3139.316761590262104,9.775499501312586
8,923,-3129.541252653712945,-3139.641293842147206,10.100041188434133
8,923,-3129.541246349101129,-3140.002445070711474,10.461198721610355
8,923,-3129.541244395417834,-3140.410574847295720,10.869330451877740
8,923,-3129.541247968787957,-3140.869235035850579,11.327987067062526
8,923,-3129.541256990007696,-3141.373589201124105,11.832332211116395
8,923,-3129.541270001749581,-3141.910512889428901,12.369242887679238
8,923,-3129.541284268334948,-3142.460951621118511,12.919667352783595
8,923,-3129.541296923734080,-3143.004035291850869,13.462738368116575
8,923,-3129.541305632167223,-3143.521627738165989,13.980322105998967
8,923,-3129.541309198624731,-3144.001964859732652,14.460655661107708
8,923,-3129.541307427707579,-3144.441659923764746,14.900352496057256
8,923,-3129.541300941711143,-3144.846080691695533,15.304779749984398
8,923,-3129.541290869158274,-3145.228443157791844,15.687152288633790
8,923,-3129.541279141997620,-3145.607843892374603,16.066564750376784
8,923,-3129.541268408940141,-3146.006162427892377,16.464894018952158
8,923,-3129.541262079824719,-3146.443719884383427,16.902457804558644
8,923,-3129.541263675939717,-3146.933978096069950,17.392714420130147
8,923,-3129.541275545509507,-3147.478249983722890,17.936974438213472
8,923,-3129.541298479633952,-3148.061932678279845,18.520634198645975
8,923,-3129.541330374735480,-3148.653754705363554,19.112424330628109
8,923,-3129.541367165496467,-3149.208859001544170,19.667491836047823
8,923,-3129.541403142421132,-3149.675453790723168,20.134050648302004
8,923,-3129.541432447504121,-3150.003672500372431,20.462240052868260
8,923,-3129.541450863393948,-3150.154512864198750,20.613062000804664
8,923,-3129.541456453573574,-3150.106538451630513,20.565081998057110
8,923,-3129.541450112387338,-3149.858632540900544,20.317182428513249
8,923,-3129.541434696912802,-3149.428501718277857,19.887067021365205
8,923,-3129.541413309139443,-3148.848348573839758,19.306935264700201
8,923,-3129.541387805872546,-3148.160104400045839,18.618716594173499
8,923,-3129.541359699998793,-3147.411887636698793,17.870527936699872
8,923,-3129.541331397577778,-3146.655211301965210,17.113879904387431
8,923,-3129.541307598571620,-3145.940755415998865,16.399447817427401
8,923,-3129.541294143072719,-3145.311200719175304,15.769906576102503
8,923,-3129.541295180008092,-3144.792600618606230,15.251305438598232
8,923,-3129.541310333487672,-3144.388464571865825,14.847154238378014
8,923,-3129.541334361853387,-3144.080466467175484,14.539132105321883
8,923,-3129.541359124838891,-3143.836456538996572,14.295097414157471
8,923,-3129.541376959436093,-3143.622747766848079,14.081370807411970
8,923,-3129.541383422587387,-3143.415794421153805,13.874410998566452
8,923,-3129.541379077479178,-3143.208844025147300,13.667464947668323
8,923,-3129.541368564683125,-3143.011293303198727,13.469924738515402
8,923,-3129.541358032631706,-3142.841710743685780,13.300352711054297
8,923,-3129.541351651940204,-3142.718693704323414,13.177342052383064
8,923,-3129.541349694296969,-3142.654700471877277,13.113350777580145
8,923,-3129.541350226292252,-3142.655241330421177,13.113891104128847
8,923,-3129.541351712277446,-3142.721360479055875,13.180008766778204
8,923,-3129.541354239478551,-3142.851609003583690,13.310254764105006
8,923,-3129.541358128454704,-3143.042111151968129,13.500753023513292
8,923,-3129.541363201718923,-3143.286149523898075,13.744786322178964
8,923,-3129.541369398387815,-3143.574388942557562,14.033019544169536
8,923,-3129.541377295859093,-3143.895032768574310,14.353655472715024
8,923,-3129.541387450211460,-3144.233215501149971,14.691828050938444
8,923,-3129.541399165077564,-3144.570475063724189,15.029075898646726
8,923,-3129.541410485042434,-3144.885747342201284,15.344336857159062
8,923,-3129.541418557566431,-3145.158445151554588,15.617026593988244
8,923,-3129.541420361243581,-3145.372991358530271,15.831570997286502
8,923,-3129.541414221058858,-3145.523377834048006,15.981963612989118
8,923,-3129.541400159845125,-3145.616023803306234,16.074623643461017
8,923,-3129.541380689040579,-3145.669545598849254,16.128164909808572
8,923,-3129.541360074220847,-3145.710961675002181,16.169601600781505
8,923,-3129.541343620400767,-3145.768941820083455,16.227598199682792
8,923,-3129.541336044546370,-3145.865601733549283,16.324265689002740
8,923,-3129.541340268549448,-3146.009022324538364,16.467682055989137
8,923,-3129.541355696287610,-3146.189034105723749,16.647678409436207
8,923,-3129.541377890076546,-3146.378411948166558,16.837034058089920
8,923,-3129.541399328720217,-3146.540098334781760,16.998699006061621
8,923,-3129.541412207033318,-3146.638754856826381,17.097342649793159
8,923,-3129.541411286180391,-3146.652825168392610,17.111413882212403
8,923,-3129.541396128306133,-3146.582480499647318,17.041084371341217
8,923,-3129.541371785656793,-3146.449957229092433,16.908585443435445
8,923,-3129.541346568971221,-3146.291739031574252,16.750392462602974
8,923,-3129.541328798878112,-3146.145603886095159,16.604275087217218
8,923,-3129.541323155598093,-3146.037859063325868,16.496535907727718
8,923,-3129.541329576217777,-3145.975762353654773,16.434432777436871
8,923,-3129.541343859301833,-3145.947393443530473,16.406049584228420
8,923,-3129.541360300801898,-3145.927745440237231,16.386385139435223
8,923,-3129.541373995629328,-3145.887458945531307,16.346084949902007
8,923,-3129.541382222811535,-3145.800512722309577,16.259130499498056
8,923,-3129.541383937407772,-3145.648952287868724,16.107568350460927
8,923,-3129.541379166188108,-3145.424836964823498,15.883457798635451
8,923,-3129.541368503712420,-3145.130478536835653,15.589110033123207
8,923,-3129.541353461038852,-3144.777500991507623,15.236147530468683
8,923,-3129.541336683043482,-3144.384420303878869,14.843083620835374
8,923,-3129.541321301478547,-3143.972601508483422,14.431280207004807
8,923,-3129.541309555706903,-3143.561608142446858,14.020298586739766
8,923,-3129.541301783874133,-3143.165872832413697,13.624571048539455
8,923,-3129.541296613023860,-3142.794167698265483,13.252871085241523
8,923,-3129.541291862458365,-3142.451740731373320,12.910448868915026
8,923,-3129.541286089428013,-3142.143473106000783,12.602187016572831
8,923,-3129.541279334642695,-3141.876059443793565,12.334780109150810
8,923,-3129.541272949037193,-3141.658061640671804,12.116788691634538
8,923,-3129.541268681990459,-3141.497999324535613,11.956730642545082
8,923,-3129.541268003624282,-3141.401600396034155,11.860332392409990
8,923,-3129.541271693072758,-3141.369480099665452,11.828208406592470
8,923,-3129.541279827715243,-3141.395919651994518,11.854639824279285
8,923,-3129.541292225309007,-3141.468659444147306,11.927367218838201
8,923,-3129.541307948033136,-3141.569401956571255,12.028094008538178
8,923,-3129.541325374942062,-3141.675183559011202,12.133858184069050
8,923,-3129.541341444694808,-3141.761276200193606,12.219934755498709
8,923,-3129.541352091934186,-3141.806037206115434,12.264685114181432
8,923,-3129.541353595319833,-3141.797018858471347,12.255665263151354
8,923,-3129.541344225528974,-3141.736393424320795,12.195049198791995
8,923,-3129.541325564570798,-3141.643216627582660,12.101891063011768
8,923,-3129.541302651046408,-3141.550671741134920,12.009369090088565
8,923,-3129.541282730876901,-3141.498091300449232,11.956808569572502
8,923,-3129.541272862707501,-3141.519693923793511,11.978421061086141
8,923,-3129.541277481846009,-3141.633693629852587,12.092416148006791
8,923,-3129.541296509423319,-3141.835787629751394,12.294491120327852
8,923,-3129.541324930595692,-3142.099661616033700,12.558336685438002
8,923,-3129.541354863875767,-3142.384648188616666,12.843293324740937
8,923,-3129.541377838930657,-3142.648091535334061,13.106713696403396
8,923,-3129.541388094508875,-3142.858234954590444,13.316846860081689
8,923,-3129.541384242175809,-3143.003174621926973,13.461790379751093
8,923,-3129.541369513612608,-3143.092946858445430,13.551577344832950
8,923,-3129.541349822562097,-3143.154701101564569,13.613351279002462
8,923,-3129.541331075954076,-3143.223710049947840,13.682378973993726
8,923,-3129.541317858462207,-3143.333983843024726,13.792665984562721
8,923,-3129.541312929340165,-3143.511034310527975,13.969721381187870
8,923,-3129.541317917250581,-3143.767252282693789,14.225934365443123
8,923,-3129.541333234212289,-3144.099341995819486,14.558008761607375
8,923,-3129.541357240580510,-3144.487891238315569,14.946533997735058
8,923,-3129.541385712976989,-3144.900142549007796,15.358756836030995
8,923,-3129.541412734776259,-3145.296635620858979,15.755222886082587
8,923,-3129.541432722472109,-3145.640368109312476,16.098935386840232
8,923,-3129.541442954898685,-3145.905162555264724,16.363719600365989
8,923,-3129.541443857633567,-3146.080039581564506,16.538595723930868
8,923,-3129.541437726980348,-3146.168792228510483,16.627354501530078
8,923,-3129.541426845583374,-3146.186674231433244,16.645247385849714
8,923,-3129.541412272393245,-3146.156990915407277,16.615578643014196
8,923,-3129.541394547129585,-3146.109059189980144,16.567664642850463
8,923,-3129.541375463457825,-3146.076771675112923,16.535396211655215
8,923,-3129.541359727566487,-3146.095251696305240,16.553891968738604
8,923,-3129.541355219558682,-3146.193018598595700,16.651663379037146
8,923,-3129.541369015658802,-3146.380108389855195,16.838739374196486
8,923,-3129.541401224571473,-3146.638104785820360,17.096703561248987
8,923,-3129.541442391174769,-3146.920723092930530,17.379280701755562
8,923,-3129.541478305146029,-3147.168183725409108,17.626705420263303
8,923,-3129.541498065183077,-3147.328605413172227,17.787107347989313
8,923,-3129.541498750231312,-3147.374782736802445,17.833283986571040
8,923,-3129.541485428364922,-3147.308794175240564,17.767308746875536
8,923,-3129.541466746502010,-3147.154773217075672,17.613306470573875
8,923,-3129.541450567775428,-3146.945711087182644,17.404260519407011
8,923,-3129.541441319289333,-3146.711147012494621,17.169705693205223
8,923,-3129.541439777829510,-3146.469936470556604,16.928496692726974
8,923,-3129.541444509130997,-3146.228511534482550,16.687067025351769
16,923,-3129.540813137607529,-3129.545342113756760,0.004528976149170
16,923,-3129.540855793305582,-3130.081887631428799,0.541031838123442
16,923,-3129.540960719555187,-3131.447155810945333,1.906195091390015
16,923,-3129.541106157558261,-3133.475986745971568,3.934880588413328
16,923,-3129.541265299007591,-3135.938218067264643,6.396952768257218
16,923,-3129.541410940496462,-3138.581737411544964,9.040326471048440
16,923,-3129.541521440466113,-3141.175182025204322,11.633660584738356
16,923,-3129.541584697136386,-3143.541727523157078,14.000142826020468
16,923,-3129.541600489840675,-3145.577754787854246,16.036154298013720
16,923,-3129.541581467415199,-3147.252443008734190,17.710861541318835
16,923,-3129.541548131642685,-3148.588283772694922,19.046735641052408
16,923,-3129.541519934597545,-3149.629625872569704,20.088105937972379
16,923,-3129.541504941500534,-3150.413514733244483,20.872009791744112
16,923,-3129.541497629786136,-3150.957207282225681,21.415709652439531
16,923,-3129.541483997268188,-3151.266656194065490,21.725172196797310
16,923,-3129.541453113953139,-3151.356750749310777,21.815297635357531
16,923,-3129.541404092736684,-3151.267875097635169,21.726471004898336
16,923,-3129.541345779006861,-3151.068144820277212,21.526799041270444
16,923,-3129.541291100681974,-3150.841017427012503,21.299726326330337
16,923,-3129.541250833476624,-3150.665944532341200,21.124693698864498
16,923,-3129.541230727217226,-3150.601259300652600,21.060028573435513
16,923,-3129.541231659165987,-3150.674647024391106,21.133415365225069
16,923,-3129.541250990817389,-3150.881396912146101,21.340145921328588
16,923,-3129.541284698705567,-3151.187764974047241,21.646480275341602
16,923,-3129.541328134483138,-3151.536933611712811,21.995605477229816
16,923,-3129.541375626845365,-3151.856596380314841,22.315220753469397
16,923,-3129.541420355736591,-3152.068268438214545,22.526848082478132
16,923,-3129.541454896733740,-3152.098363709179466,22.556908812445780
16,923,-3129.541472176689240,-3151.890213380413115,22.348741203724060
16,923,-3129.541467587766874,-3151.415061268195132,21.873593680428094
16,923,-3129.541440795382641,-3150.679101622876260,21.137660827493562
16,923,-3129.541397319619591,-3149.723387244103833,20.181989924484128
16,923,-3129.541348331158133,-3148.614657837699269,19.073309506541086
16,923,-3129.541306710666049,-3147.428181912765467,17.886875202099354
16,923,-3129.541282669703378,-3146.227672829541916,16.686390159838425
16,923,-3129.541278827476162,-3145.049981957670752,15.508703130194519
16,923,-3129.541288377113233,-3143.901429378101511,14.360141000988396
16,923,-3129.541298351956812,-3142.767968305984141,13.226669954027169
16,923,-3129.541295395558336,-3141.634940285573975,12.093644890015682
16,923,-3129.541272290899542,-3140.507277418875674,10.966005127976310
16,923,-3129.541231707093175,-3139.420335497858105,9.879103790765070
16,923,-3129.541185249949649,-3138.435733452304248,8.894548202354652
16,923,-3129.541147801916395,-3137.623842738822532,8.082694936905941
16,923,-3129.541130672633699,-3137.041229288820432,7.500098616186960
16,923,-3129.541137110484215,-3136.713366599206893,7.172229488722692
16,923,-3129.541162844334849,-3136.629048553755183,7.087885709420357
16,923,-3129.541199354863238,-3136.746401657605475,7.205202302742251
16,923,-3129.541237096636451,-3137.005946251229943,7.464709154593525
16,923,-3129.541268241078797,-3137.345376969934478,7.804108728855851
16,923,-3129.541288206427453,-3137.712011685026482,8.170723478599129
16,923,-3129.541295868913949,-3138.070477806640156,8.529181937726209
16,923,-3129.541293457764368,-3138.404768070246519,8.863474612482319
16,923,-3129.541284653611910,-3138.715412614535126,9.174127960923052
16,923,-3129.541273327633007,-3139.013884003318708,9.472610675685665
16,923,-3129.541262088949679,-3139.316761590262104,9.775499501312616
16,923,-3129.541252653712945,-3139.641293842147206,10.100041188434160
16,923,-3129.541246349101584,-3140.002445070711929,10.461198721610376
16,923,-3129.541244395417380,-3140.410574847295265,10.869330451877762
16,923,-3129.541247968787957,-3140.869235035850579,11.327987067062548
16,923,-3129.541256990007241,-3141.373589201123650,11.832332211116420
16,923,-3129.541270001749581,-3141.910512889428901,12.369242887679267
16,923,-3129.541284268334948,-3142.460951621118511,12.919667352783627
16,923,-3129.541296923733626,-3143.004035291850414,13.462738368116613
16,923,-3129.541305632166768,-3143.521627738165989,13.980322105999011
16,923,-3129.541309198624731,-3144.001964859732652,14.460655661107753
16,923,-3129.541307427708489,-3144.441659923765656,14.900352496057302
16,923,-3129.541300941711143,-3144.846080691695533,15.304779749984441
16,923,-3129.541290869157820,-3145.228443157791844,15.687152288633833
16,923,-3129.541279141998075,-3145.607843892375058,16.066564750376820
16,923,-3129.541268408939686,-3146.006162427891923,16.464894018952197
